image_name|comment_number|comment
4260947199.jpg| 0| Man in heavy black coat smoking cigar standing near woman in brown jacket with a piece of paper in her hand
4654256786.jpg| 2| A man wearing a black shirt is sitting by himself at a deli or restaurant .
2838085973.jpg| 1| A man wearing a white uniform is playing football .
4746901297.jpg| 1| 3 old men sitting and talking to one another .
4350421837.jpg| 0| A group of ladies walking along a sidewalk next to a blue and white wall .
25411181.jpg| 1| Pilot getting off his plane with and an engineer looking at the steps .
4351584735.jpg| 4| A band playing music on stage .
4725002777.jpg| 3| People eating under a striped red and white overhang .
4507050262.jpg| 0| Asian male uses a hand truck to deliver a stack of produce filled boxes .
7999505950.jpg| 1| A man in black swim trunks is riding a wave on a white surfboard in murky water .
2305290449.jpg| 1| There are people sitting outside under a very large non-blooming tree .
2716251485.jpg| 4| A man walks by red telephone booths .
3150440350.jpg| 2| A sailor is checking on a man who is sitting on the ground crying .
7035417199.jpg| 3| A soccer match between a team with white jerseys , and a team with yellow jerseys .
3019923691.jpg| 1| A wet dog shaking off the water with an orange collar .
6261354929.jpg| 4| Three young kids playing soccer on a hill top .
6832472428.jpg| 1| A young black man is skateboarding on a smooth concrete surface .
4299160955.jpg| 4| A caravan of food trucks parked along the street .
6980999098.jpg| 3| Two children and an adult digging a hole in the sand in winter clothing .
2533733805.jpg| 3| 3 ladies with black hair walking .
3411579899.jpg| 0| A kid with a white shirt and helmet riding a bike through the woods
4524006530.jpg| 2| Women , men and children are attending a party where food is displayed and are having fun .
2471447879.jpg| 0| A young girl practicing rock climbing on an indoor wall .
7983188530.jpg| 4| A man windsurfs on a sunny day .
3689613539.jpg| 0| A man is working on some papers in a room with the walls full of pictures .
2612949583.jpg| 0| A small boy walks next to a group of four large birds .
2995935078.jpg| 4| A baseball player swinging a bat
3437781040.jpg| 2| The goalie has come out of the goal to steal the puck from the other team .
3211199368.jpg| 4| a dog wears jeans .
3350002347.jpg| 2| A little boy in a striped shirt and jeans is running .
2500785647.jpg| 4| A man kneels next to a colorful display outside .
3189251454.jpg| 3| Dog standing in snow barking .
2192436502.jpg| 0| A man with jeans , black sneakers , a belt , and dreadlocks is jumping and creating a shadow on the wall next to him .
3034585889.jpg| 4| A man on a motorcycle making a tight turn
4305146644.jpg| 0| A group of construction workers are attempting to pull a cover onto a framework .
6785193001.jpg| 1| Someone wearing rubber gloves cleans dishes in a metal sink .
4867342775.jpg| 0| A man in a red shirt is speaking to a group of people at an American Business Club .
28753061.jpg| 1| A group of kids sitting around a table while another person holds a circle blocking out light .
23016221.jpg| 4| A woman playing tennis .
3270083123.jpg| 3| A swimmer wearing a black cap surfaces for air .
5744253993.jpg| 2| A bearded man wearing sunglasses and a handkerchief on his hair plays a guitar with other musicians in the background .
3972668464.jpg| 4| The lady checks off supplies on the list .
331023909.jpg| 0| A sculpture made out of paper on the left with people in the background .
522063319.jpg| 3| Two children are dressed as pirates .
2421801040.jpg| 0| Two older men , both wearing tan coats , stand on a street corner .
3651476768.jpg| 3| A man and a woman looking over a railing .
5196647928.jpg| 0| A skier dressed in white and green flies above the ski slopes on a beautiful clear day .
4799490047.jpg| 4| People wearing life jackets jumping into or looking at the river .
2893518092.jpg| 1| A group of people dressed in armor are standing on the green grass .
4774744625.jpg| 1| Two men sitting at table next to a man holding a beer and talking on a cellphone .
3056302029.jpg| 1| Two people are sitting on a bench looking at a well-lit building .
7723147862.jpg| 2| Kite boarding in the sunlight with majestic mountains and snow covered peaks as the backdrop .
3151492269.jpg| 4| Two dogs in a yard .
8034142456.jpg| 0| A golfer , wearing a white shirt , hat , and khaki pants , is celebrating a job well done by holding his hands and club in the air .
542269487.jpg| 1| Two people wearing blue are jogging on a sidewalk in front of a lake with mountains in the backround .
2644302353.jpg| 0| Tourists stroll the streets between historic buildings .
6813684611.jpg| 1| Three people play violins and a guitar and sing into microphones .
4645676225.jpg| 2| A worker , wearing rain gear , sweeps debris out of the street .
2057282116.jpg| 2| A soccer player is looking shocked at what had happened .
318070878.jpg| 1| A girl with colorful clothes is holding colorful scarfs .
2508249781.jpg| 1| The woman wearing a dress and hat , sits on the steps , with her head on her hands .
2324374253.jpg| 3| Children with pastries posing for a picture for their parents .
6167267993.jpg| 4| A group of bicyclers that are going down the road .
3661230589.jpg| 4| A man jumps in the air in the middle of a road .
146758244.jpg| 0| A baby in a pink sweater looks up at a leafy branch .
2960759328.jpg| 0| Two cowboys riding horses attempt to rope a small cow .
2363918218.jpg| 3| A man is poling in a canoe in a tropical location .
3732563003.jpg| 0| A man with a hat , boots , and brown pants , is playing the violin outside in front of a black structure .
4063229676.jpg| 3| A Ukrainian man in costume performs a dance on stage .
3619416477.jpg| 3| A white dog jumps in the water to catch a tennis ball .
2661567396.jpg| 4| A photo of an arena with very few people in the stands .
3508389675.jpg| 2| A small girl is standing on the grass holding a large green ball .
218096711.jpg| 1| A little girl is reading to herself while sitting in bed .
4797178138.jpg| 1| A man wearing fume mask doing a wall graffiti .
273602422.jpg| 0| A man wearing a gray shirt is taking clippings from a large plant .
3374384485.jpg| 3| A person jumps a bicycle off a ramp in a barren forest .
3525041739.jpg| 1| People are walking along an icy pass .
3093325656.jpg| 0| Woman in a pink bikini leaping on the beach on a clear day while two children play by the water .
5716219952.jpg| 4| A girl in a pink shirt is throwing a football .
3587092143.jpg| 0| The boxer wearing black gloves is kicking the boxer who is wearing gray gloves .
6636998629.jpg| 1| Chubby boys raise their hands in the air while playing a sport .
4951904588.jpg| 4| A girl with a red umbrella and face paint standing by other girls .
5250367535.jpg| 2| A woman is putting fuel in her car while talking on her cellphone .
2780390703.jpg| 1| A man wearing a red shirt and black shorts on a unicycle holding three baseball bats for a crowd of people .
3815318559.jpg| 1| Person looking out of a red colored vehicle driving down the street .
67494245.jpg| 0| A man in the background is cooking and the woman in the foreground turns to pose for the picture .
3185860969.jpg| 0| A man in black and blue plays a powder blue rock guitar in a studio .
2950393735.jpg| 0| A bald person in green clothing stands in front of a brick wall .
3182490771.jpg| 3| A person is sitting on a chair next to a very small house .
4937802230.jpg| 3| Lady in white shirt with a green bag posing for the camera
4616477003.jpg| 4| a woman with glasses is playing Jenga
4496551407.jpg| 4| A black man in a suit standing next to a wall .
50831436.jpg| 4| A bunch of men play a card game .
3304484212.jpg| 2| The snowboarder is wearing a red jacket and black helmet .
2521048583.jpg| 1|" There are people in an open space and there is a boy in a black t-shirt with the word "" Qualified "" on the back ."
3724623861.jpg| 3| a red-haired woman playing the violin
2446601467.jpg| 3| a baby is peeking his head over blue playpen .
4280369285.jpg| 1| A truck driving fast over some dirt with dust kicked up all over the place .
4916474078.jpg| 2| A woman in a red and blue shirt is staring at a poster on the wall .
3849219106.jpg| 4| A young man playing miniature golf .
5696549500.jpg| 0| Four men in rescuer uniforms and life jackets are riding in an open air boat with only a little of the Ocean visible behind them .
2550669018.jpg| 2| A man wearing a brown shirt and a hat is barbecuing outside at night .
3661072592.jpg| 2| Small girl in an apron placing confetti in a woman 's hair .
1275693139.jpg| 2| Several people are standing in line at a counter .
4077607563.jpg| 1| A man and a woman on a tractor the man is driving while the woman rides in the back .
3209269845.jpg| 1| women ( wearing scarf ) driving motorized scooter and man ( in the backseat ) riding in the busy streets .
182074740.jpg| 4| A woman walks near a house .
4766071641.jpg| 3| A father reading a picture book to his young daughter .
4502384999.jpg| 3| Three men are talking in front of old stairs on the street .
1624055939.jpg| 0| A young girl who is sitting on a giant orange pumpkin and is surrounded by pots of flowers smiles for the camera .
2624947061.jpg| 1| A group of people watch an elderly couple standing next to a man with a cowboy hat and guitar .
3716101709.jpg| 4| A shirtless man with tattoos is working on scaffolding .
1248953128.jpg| 2| The young girl is kicking a blue and red soccer ball .
6696219.jpg| 1| A group of adults with backpacks are in a rocky and foggy canyon with snow on the ground .
321229104.jpg| 3| A person stands on the peaks of snow and ice .
7007372771.jpg| 3|" A balding professor giving a lecture to students on the topic of "" opportunity "" ."
4450184997.jpg| 3| A blond woman in heels strolls past the cemetery .
3705781399.jpg| 3| Two boxers land a punch to the face at the same time .
4530519681.jpg| 3| A youngster plays in the yard while his dad does lawn work .
3335049445.jpg| 2| A man uses a projector to give a presentation .
337378227.jpg| 0| A man in a brown coat is looking at a product in a grocery store .
3882404731.jpg| 0| Woman is detained by police in front of a crowd of onlookers .
1400424834.jpg| 3| A skinny girl in large boots is standing by the roadside .
2978236380.jpg| 3| Hawaiian man singing into a red microphone .
3515451715.jpg| 4| A woman pushing two children on swings .
3601018639.jpg| 1| A view of a city sidewalk , with 4 passersby in the foreground .
6775386680.jpg| 2| Children making crafts at a craft table with one adult .
480781655.jpg| 1| A woman in black pants steps out of what appears to be an unusually small doorway .
5739923608.jpg| 3| A man is sweeping trash into a pan while a group of people are walking by .
2924305507.jpg| 1| A man in blue shirt , black shorts , black gloves , running in a city street
3047559556.jpg| 1| Child in a gray hoodie standing on the bottom of a red plastic slide .
3532593368.jpg| 2| A large group of people with hands raised in the air .
65852628.jpg| 4| Many people either sitting around or inside of an outdoor pool .
1793982293.jpg| 3| Two older men and an Asian woman sitting in chairs .
4104001356.jpg| 4| School kids all in blue backpacks .
4750517123.jpg| 3| Woman with red umbrella walking in a city .
2149968397.jpg| 1| A young boy walks in the water along a wavy shore .
477990943.jpg| 4| A group of woman are sitting around on the ground .
1941613807.jpg| 4| two people standing on the side of a street .
4893324386.jpg| 1| People caught out in the rain during a rainstorm .
241374292.jpg| 1| A group of people gather in front of plastic statues .
353982213.jpg| 1| A woman of Middle Eastern descent is using a loom .
3342450499.jpg| 1| A man is in the bed of a truck holding a bag while a boy sits in the cab of the truck .
2430216444.jpg| 0| A keyboard player , a drummer , a guitarist and a violinist play their instruments together on stage .
302740416.jpg| 1| A man holding some sort of vegetables while his wife in a red sweater stares to the side , and his daughter in a red sweater looks at the camera .
33064820.jpg| 0| Very young children wearing soccer gear are running in green grass .
2428275562.jpg| 2| A black and white dog is climbing down a hill .
2597452118.jpg| 2| A man holds a red shirt with a white star and crescent out of a car window .
4095229112.jpg| 3| War veterans are attending an outdoor memorial ceremony .
129528391.jpg| 2| A white male who has everything covered but his face and hands is holding an accordion .
3619630328.jpg| 1| Large brown dog jumps over red hurdle
1115565519.jpg| 2| A child playing with a fountain at the beach .
5806030158.jpg| 1| A group of four children are playing a game outside and one of the children appears to have just thrown something .
488561283.jpg| 4| People mingle in a crowded bar .
395125320.jpg| 1| The crowd along the city street is watch performers with long wood poles .
4668347021.jpg| 0| A group of people walking through an alley along a cobblestone street , between two buildings .
2961247549.jpg| 2| Several people are dressed in Indian clothes .
69152837.jpg| 4| Two children run on the beach .
2550254529.jpg| 4| Old couple walks through a park .
4024855306.jpg| 2| A woman shopping for vegetables at a market .
145721496.jpg| 2| A long-necked bird standing on rocks by river rapids .
2147266048.jpg| 0| Several people are working at computers in an office space with large windows .
256444892.jpg| 2| A man and a woman walking down a city street
4652450030.jpg| 0| A blue Harley motorcycle is one of a group of motorcycles owned by motorcyclists .
3465000218.jpg| 4| The people have paint on them .
4388402668.jpg| 0| A young girl in a pink sweater is folding laundry .
4725679036.jpg| 4| Four people are browsing in a market .
4857180539.jpg| 3| Women and men walk down the sidewalk together .
2848266893.jpg| 0| The man holding a newspaper is wearing a white suit , black shirt and black shoes .
7102122069.jpg| 2| A runner with a turtle backpack looking exhausted at a street race .
3276448136.jpg| 1| A group of people , several of which are wearing fuzzy pink antennae .
1809476783.jpg| 2| A groom is standing next to his bride in a white horse drawn carriage .
2838535875.jpg| 1| A little Asian girl is playing with microscopes at a museum .
86120845.jpg| 2| A group of men are sitting in the farm fields taking a break
3471986083.jpg| 4| A three man and women are sitting on train .
4022410703.jpg| 0|" A man walks in front of a theater , a marquee above him reads "" BEAUJOLAIS AND MORE , NOV 19 "" ."
3339987576.jpg| 4| A toddler thinking about climbing an obstacle .
4977898090.jpg| 2| Three men are riding scooters down the street .
4804001379.jpg| 3| A woman with facial piercings and red-hair .
151021636.jpg| 2| Food prepares are serving their customers with pride .
6882674785.jpg| 4| An Asian child is blowing bubbles
3259002340.jpg| 4| a black dog with purple collar running
2943692397.jpg| 4| Asian kids sitting on a mat playing with a toy .
4684417375.jpg| 3| Five soldiers hold and aim their weapons .
6020059753.jpg| 3| A clown in a park is balancing a plate on his nose using a long dowel .
3722423338.jpg| 0| A red and silver muscle car , waits to start a drag race .
6177258327.jpg| 0| Pairs of people are kayaking down a peaceful river surrounded by large trees and bushed .
1235685934.jpg| 4| A man in sunglasses on an overpass .
244799313.jpg| 0| A happy little girl wearing a pink sweater white shirt , and black pants is jumping off a low wall with her arms spread out .
2279980395.jpg| 1| Little girl lying in many colored plastic balls .
3469585782.jpg| 3| Several people in a crowd , some with their arms raised .
3692396278.jpg| 0| A father and his son at the park , the dad has a bike propped up onto a tree checking the tire while his son is studying the tree .
2986620935.jpg| 1| Two motocross riders race on a dirt track .
1877995954.jpg| 4| A woman sitting in the dirt .
1571875240.jpg| 4| The family is checking out at the store .
4669745123.jpg| 4| A man stands by a load of boxes near a pizza restaurant .
4222067827.jpg| 2| A kid is dressed in a costume wearing a power rangers helmet .
5893468050.jpg| 4| Two men are playing baseball .
2922302990.jpg| 4| One man drinking a beer while another man eats .
229574079.jpg| 1| Four men with beards standing up and holding white plates .
3023339840.jpg| 2| A small black child is holding up a poster among many other children .
1797507760.jpg| 1| The hikers are climbing up the mountains .
2598796842.jpg| 4| A father and daughter are sitting outside .
95021246.jpg| 0| A woman is standing over a goat who is lying on the ground .
2205958052.jpg| 2| a boy hangs out of a passing taxi cab window
4736134384.jpg| 2| An activist boycotting HP regarding pollution .
4751647247.jpg| 4| A redheaded woman listens to earphones while walking .
7726370800.jpg| 4| two men singing in a dark club .
4855749823.jpg| 4| A person walking down a street .
5191902508.jpg| 0| A kayaker in whitewater rapids between two rocks , and a bystander on a rocky shore watching .
2057306459.jpg| 1| Two people on a grassy plain are gathering a parachute that one of the people just used .
3124310426.jpg| 1| A little girl in a red shirt is cutting a piece of paper with scissors .
319847657.jpg| 1| Girl in pink shirt and blue flowered shorts swinging a pillow .
3468275336.jpg| 0| A bride throwing her bouquet up in the air behind her , towards a group of ladies .
385452927.jpg| 3| A woman playing with her dog on a beach .
1119463452.jpg| 3| A little girl swimming in a pool .
5184996839.jpg| 1| An elderly man in coat and boots prepares a freshly caught fish .
4628050549.jpg| 0| A man dressed like the Statue of Liberty is wearing a robe , has his face painted a bluish color , and is holding the same type of flame in his right hand .
3437034427.jpg| 2| A girl is playing a red flute while another girl holds a pink guitar .
4067191572.jpg| 1| One man in a white shirt constructing an industrial sized sink .
7355491286.jpg| 1| Two men in protective gear are in a speed car racing to the finish line .
4018317730.jpg| 4| A man sits on the sidewalk reading while wearing brown loafers .
4900937408.jpg| 3| Children playing in a stream .
2760650448.jpg| 2| A street dancer twirls on his head in front of a crowd while being filmed .
2888732432.jpg| 3| A child holding onto handles sliding across a rope .
1124448967.jpg| 3| A half naked man is sleeping on his chair outdoors .
2060031241.jpg| 0| Baby sitting on floor and holding a game controller over its head .
4122558617.jpg| 4| Man brushes his teeth in a bedroom .
3181409177.jpg| 2| A bike rider makes a jump on a halfpipe ramp .
10101477.jpg| 1| A Asian man wearing a white top and baby blue bottoms is using a broom to remove the dirt of the pavement .
2977846190.jpg| 4| A man in a green hat is sleeping .
2081446176.jpg| 0| A person wearing a hat and scarf looks to the right .
4797076210.jpg| 4| A man in a suit is giving the thumbs up sign .
3658016590.jpg| 2| A large brown horse is running in a grassy area .
4149512692.jpg| 3| A young girl is jumping over a yellow circle on the ground .
4389770417.jpg| 2| Children performing on a stage with tents in the background .
4769459188.jpg| 4| A man in a black shirt is happy to hand out CDs .
2568792780.jpg| 3| A big , red tractor , pulls a flatbed along a dirt road .
3099264059.jpg| 0| The snowboarder is doing a stunt high in the air at night .
4411933842.jpg| 0| Three black people in a fish shop with one woman cutting apart a fish .
1473618073.jpg| 3| A boy on a green plastic swing .
50797765.jpg| 2| A man in overalls is blowing giant bubbles in a crowd at a park .
3780234150.jpg| 4| A tennis player focusing during a game .
2314377503.jpg| 3| Old man with gray blanket on squatting against a wall
4748807493.jpg| 3| A lady wearing shorts and a green shirt is smiling .
3309535518.jpg| 2| A winter scene with many things going on .
3106481014.jpg| 0| A young female food preparer under a green , yellow , and white umbrella prepares a fancy meal , with a flambe dish in front of her and a crowd behind her .
854749.jpg| 4| A man shopping at a department store next to a lot of candy .
2595503905.jpg| 2| A group of people wearing exercise clothes are having a picnic in a park .
5657272299.jpg| 3| A woman competing in a barista championship .
2839953744.jpg| 2| Old woman in white hat sits on a crate and looks at shirts on a table .
112459543.jpg| 2| Some children are playing football with a seacoast in the background .
2925164688.jpg| 2| A man and a woman wearing numbers are waving in the street .
3435487773.jpg| 2| People are making interpretative dance .
2365967839.jpg| 1| Kids are driving toy carts around a track with the assistance of parents .
3048597471.jpg| 0| A wet , brownish-red dog with an orange ball in his mouth is swimming in some water .
4928592495.jpg| 4| two men in black holding an umbrella in the street .
4683273591.jpg| 4| A child getting her face painted .
2703515269.jpg| 2| Three researchers working in a lab .
2925158918.jpg| 4| A young man jogging in the street .
83457315.jpg| 1| A passer by checking out what is under the covers of the cookers on the table .
453502006.jpg| 3| A group of men , blind folded , walking down the street .
223424495.jpg| 4| Four people are in some type of cement building with the number 93 painted on the wall .
3684280516.jpg| 1| Many people are gathered in an open area in front of a steel-works type of building .
4473562541.jpg| 2| A woman in pink serves food two Asian people in an elderly home .
4888497463.jpg| 4| Two men are wearing bright orange .
2613993276.jpg| 1| A little dog is bringing back a ball on an open grass field .
4567351389.jpg| 2| The children and their parents are waiting by the steps .
6937493125.jpg| 4| A woman sits next to a slow-flowing river .
4571036364.jpg| 1| The beautiful lady is walking with the crowded people .
3800395431.jpg| 2| A middle-aged woman is carrying a load of branches on her back .
241347689.jpg| 4| african Americans play football .
4899608444.jpg| 4| A lady in a yellow shirt adjusts her sunglasses .
1159425410.jpg| 4| A dog calmly waits until his bath is over .
256428765.jpg| 2| A man in a black and white jacket sit on his silver motorcycle .
4603716254.jpg| 0| A man with a white rag over the lower portion of his face , wearing a black shirt , that looks to be bleeding , or have blood on the rag .
432869272.jpg| 2| A band is practicing their routine .
4775776532.jpg| 2| Two women in white shirts and black pants sitting beside a building , one is smoking a cigarette .
626398706.jpg| 0| A little child is ankle-deep in the water , dressed with sun had and red shirt with Happy day and other writing on shirt .
3523874798.jpg| 2| a child in a helmet and gloves on a skateboard is airborne
2456472092.jpg| 3| A trio of women juggling wearing white outfits with angel wings
1925434818.jpg| 3| Several children playing in a ball pit .
4782294624.jpg| 3| People are acting like a zombies .
4954636046.jpg| 0| A man wearing a green shirt and khaki pants bowled a red bowling ball down an alley towards a full set of bowling pins while a Coors Light advertisement hangs above the alley floor .
2804904604.jpg| 4| A kid is holding a rubber mallet .
2537584620.jpg| 2| A construction crew in orange vests working near train tracks .
3628059004.jpg| 3| A woman with a guitar smiles in front of a microphone .
4648521440.jpg| 4| Several people sit on the subway .
3626463419.jpg| 2| A group of people sitting on yellow chairs and talking .
3601305072.jpg| 0| A male Equestrian rider leans forward as his horse stretches out for the 2nd jump of the course , as the crowd looks on with amazement
4953862462.jpg| 3| Woman in striped sweater uses blue umbrella to gesture towards something .
4623878206.jpg| 2| A dark-haired woman wearing a green dress and carrying a yellow backpack crossing a street .
3202360797.jpg| 3| Golden retriever puppy walking through snow .
309777765.jpg| 2| 3 men in uniforms are preparing food on a large surface .
27499590.jpg| 0| A man in a gray t-shirt is playing guitar and singing .
4840179259.jpg| 0| A man in a blue shirt is sweeping inside a construction site .
4906053377.jpg| 0| An Asian photographer checks his camera in front of a fashion store with pedestrians walking around him .
3245545529.jpg| 0| A man in red shorts is about to land in a body of water , he has one hand touching the water .
3151860914.jpg| 2| A boy and a dog hold onto the same stick in a game .
256063.jpg| 1| Two men and a woman gather a fresh produce stand .
42649475.jpg| 4| People pulling a tractor by a rope .
2942311160.jpg| 4| A dune buggy goes down a hill .
260370720.jpg| 1| A child with a sports shirt on is playing with some rocks .
2734219983.jpg| 2| A woman in a sari next to a boy holding a red umbrella in a rainy street
3409326324.jpg| 1| A row of birds is sitting in front of a gray cloud .
4035351596.jpg| 4| Girl leaning over a white staircase .
3582025630.jpg| 4| Two teenagers doing tricks on skateboards .
345412253.jpg| 0| A street vendor pushes his stir-fry cart while carrying a jug of water , through a busy downtown area .
22930048.jpg| 2| A woman in an orange outfit is holding a tennis racket .
7024546549.jpg| 3| An older gentleman is teaching a boy how to properly utilize tools .
3552435734.jpg| 2| The black dog is running through water .
205635075.jpg| 3| chefs on a balcony take a break from work
337378227.jpg| 2| A man wearing a brown hoodie is shopping for snacks .
2644719500.jpg| 4| A married couple is cutting a cake .
4857155667.jpg| 1| An older man with white hair and beard reading a map as he 's walking through an unfamiliar city .
289262516.jpg| 3| A man being struck during some form of martial arts competition .
2107144323.jpg| 4| Two female friends are hugging in a doorway .
3561130207.jpg| 2| Adoring girls watch the singer at the concert .
3395173129.jpg| 4| Three people are standing in front of an arcade .
1947255786.jpg| 0| Four children are in an industrial kitchen looking at a recipe with the ingredients on the table in front of them .
7199344342.jpg| 2| A bunch of adults and children are working together on construction .
12142391.jpg| 3| man wearing bowler hat and red flannel shirt holding juggling pins
72940708.jpg| 0| A woman in a gray pea coat and white scarf is dragging a Christmas tree by a rope through the snow .
2190137367.jpg| 4| A man playing with a small dog .
4706080121.jpg| 0| A man with his shirt open , lays in the sun on the grass .
4794459769.jpg| 4| Three females hurry across a street , two are woman , and one is a smaller child .
523485792.jpg| 2| One lady is shaving the head of another lady while a group of women in watch .
3492383096.jpg| 4| Three dogs play by a lake .
3286045254.jpg| 3| A basketball player holding a basketball .
4621831701.jpg| 4| man in black jacket holding a guitar .
211829805.jpg| 4| An older street musician plays a double necked instrument .
2371988553.jpg| 2| Man cleaning the street next to a car .
4622296311.jpg| 4| Men riding scooters outside .
5445530361.jpg| 1| Two men on a blue canoe in the middle of a large body of water .
252053285.jpg| 1| A woman and a girl in white hold onto a railing at a baseball stadium .
3322120108.jpg| 3| Two elderly females shopping in a department store currently looking at stockings .
2072331027.jpg| 1| A young boy and an old men involved in some type of ritual ceremony .
2602123013.jpg| 0| A man in a blue shirt places kebabs and burgers on a grill .
3551698034.jpg| 2| A woman in black clothes walks down a busy sidewalk with a child .
4668692006.jpg| 0| Two weary looking men in a boxing match both have one glove under their chin and the other touching the other man 's head .
4270148661.jpg| 3| Man offers a food sample to passerby .
2774020195.jpg| 0| One shirtless boy and two boys wearing striped shirts wrestle with each other playfully .
4574105974.jpg| 4| two girls sharing cotton candy .
3652859271.jpg| 0| The woman wearing a red jacket is holding a glass and she is in front of the man in a white t-shirt .
4730838642.jpg| 2| A woman stands behind a bar serving drinks .
4752790409.jpg| 1| A young woman with silly green glasses on and a confused look on her face sits at a table under a tree .
3540768808.jpg| 4| Runners in a marathon going uphill .
3287415664.jpg| 4| Today is a great day for an umbrella .
430803349.jpg| 2| The black dog retreived the white toy in the water .
88486769.jpg| 0| Two passengers work on writing in their journals while waiting for a plane .
400946967.jpg| 2| A young black man is preparing to filet a large fish on a beach .
289628492.jpg| 1| Men in uniforms are playing soccer in a crowded arena .
4857769140.jpg| 0| Little brown headed girl in a red and white checkered shirt , white capris and white sandals plays outside chasing pigeons .
2393747608.jpg| 3| A young man being hugged at a restaurant .
2533414541.jpg| 0| The blue and white car is in the road , with onlookers nearby .
5359437945.jpg| 4| A red telephone box sits in the middle of a crowded sidewalk .
6189180318.jpg| 3| A group of young football players are being sprayed with water .
2420457108.jpg| 2| A girl in a red dress and white sneakers bouncing a tennis ball with a tennis racket .
304450431.jpg| 3| A woman is standing on a cliff with a beautiful landscape behind her .
5914327.jpg| 1| Workers on a platform work together to carry an item with skyscrapers in the background .
2366958894.jpg| 4| Presenters speaking at conference .
2921430836.jpg| 1| A referee is watching a professional football game in the grass .
7802432164.jpg| 1| Surfer demonstrates ability to navigate waves with ease .
47136694.jpg| 3| The group of Navy men are gathering guns and flags .
2825540754.jpg| 1| A boy in a yellow tank top runs away from a crashing wave .
78541903.jpg| 4| Two little boys shopping with their mommies at a bazaar .
3300643106.jpg| 4| A man in glasses is reading off a paper .
761397426.jpg| 4| a jokingly angry man holding alcohol
3876652419.jpg| 4| Three young boys tossing a watermelon .
267325341.jpg| 4| A dog running with a red item in its mouth .
384465575.jpg| 0| Man and woman cyclists ride pass signs on rural road .
4190354833.jpg| 0| A man holding a box with a orange shirt with blue and orange striped pants standing on multiple wooden boxes .
4488485439.jpg| 4| An Asian man and woman on a crowded street .
5506407501.jpg| 2| An old Asian man happily irons a white shirt .
4629577937.jpg| 4| A police standing next to a woman in a red jacket .
214543992.jpg| 3| The dog jumps up waiting to catch something being thrown .
5960769829.jpg| 3| A person in an orange kayak navigates white water rapids .
3939508858.jpg| 1| a man in a blue jacket and pink shirt is singing and playing the guitar
4728200662.jpg| 1| A band is performing consisting of one guitarist , one singer , and one drummer .
2838590130.jpg| 0| In a large city , many people gathered around a large reflective oval shaped piece of art .
3117700421.jpg| 0| A man wearing a red shirt is quickly polishing a light wooden floor with a small green towel next to a yellow can of Wood Silk .
96059112.jpg| 2| A man in a suit holds a young boy 's hand as they walk outside .
3460551728.jpg| 0| some people and dog are enjoying the beach of a bay surrounded by green hills .
6954985804.jpg| 3| The first basemen for the Atlanta Braves chokes the baseball .
1474240647.jpg| 1| A man in a blue shirt is about to cross the street while a police car is driving by .
2660601299.jpg| 1| Dad enjoying with his in the swimming pool .
3434426931.jpg| 1| A man in a hat holding a tool stands next to a horse hitched to a sled filled with hay in a hilly area .
277930631.jpg| 3| A man playing an electric guitar at a concert .
4737084949.jpg| 3|" Three women shopping for clothes and a sign that states "" 5 euro "" ."
508751871.jpg| 3| Man selling goods in a poor country .
1689991150.jpg| 0| A woman in red is standing in the background , watching a golden dog race through a field of tall grass .
381052465.jpg| 1| Firefighters putting out a big fire .
214815592.jpg| 0| A woman sits at a table covered in blue and white checkered cloth , and cuts into her plate of food .
3626325621.jpg| 2| A man in a plaid shirt standing inside of a hollow tree trunk .
4851139889.jpg| 3| Three women walking down a sidewalk near a bistro .
4946431326.jpg| 3| A man leans against a multicolored building outside .
3647617584.jpg| 3| Two white males standing on a scaffold .
2469495561.jpg| 4| Law enforcement standing in a doorway .
2865725777.jpg| 2| A marble sculptor is sculpting some kind of monster .
1578427672.jpg| 1| A little blond girl opens a package wrapped in green paper .
462383841.jpg| 1| A woman floating on a raft in tropical waters in front of a beach .
4930656908.jpg| 1| players sitting in a stadium wearing red and black t-shirts sitting and listening to someone .
4955017854.jpg| 4| Man in leather jacket holding glasses at laundromat .
4559327596.jpg| 2| Student spend their breaks outside enjoying each others company .
4869146688.jpg| 2| An ice skater wearing a blue outfit skating in an Olympic event .
6721214117.jpg| 0| A man , wearing a flamboyant shirt with red and gray stripes and black pants , bowling a bowling ball down the lane at a tournament .
3697902123.jpg| 4| A man is kneeling in front of a payment machine .
3613175012.jpg| 2| Four people walking down the street and one is trying to jump in a shopping cart .
3106257008.jpg| 0| A little boy crying on an old man 's lap as the old man holds a present .
408904281.jpg| 3| A poor african village with women and children
3220650628.jpg| 4| People watch as something lights up the sky .
3182509825.jpg| 4| A man is in the ocean holding a star fish .
3162105826.jpg| 0| Two young girls laugh uproariously as they play with each other in their pajamas .
3347666612.jpg| 4| Two children playing in a spray of water .
4955130534.jpg| 2| A young woman with a stroller and baby waits to cross the street .
3026459445.jpg| 3| A woman with her middle finger up in the air .
4755080899.jpg| 1| A very colorful , full store in a mall , called breeze but has party supplies .
2833560457.jpg| 0| A beige and white dog is running quickly across the grass .
460350019.jpg| 4| A woman and a dog playing outside
178980177.jpg| 3| Some kids with a horse having fun .
3555231025.jpg| 1| A small white-skinned girl in a pink top and jeans stands on a soccer field .
